Rank,Company Code,Company Name,Price,Change,Percent,Market,Year
"1,167",-,SDL,Sundance Resources Ltd,$0.005,0.00,0.00%,$47.25 M
"1,168",PEK,Peak Resources Ltd,$0.031,-0.001,-3.13%,$47.13 M,-27.91%
"1,169",-,WKT,Walkabout Resources Ltd,$0.135,0.00,0.00%,$47.13 M
"1,170",8VI,8VI Holdings Ltd,$1.06,+0.01,+0.95%,$47.04 M,+606.67%
"1,171",EDE,Eden Innovations Ltd,$0.025,+0.001,+4.17%,$46.94 M,-47.92%
"1,172",-,PDZ,Prairie Mining Ltd,$0.205,0.00,0.00%,$46.81 M
"1,173",CV1,CV Check Ltd,$0.16,+0.005,+3.23%,$46.75 M,-5.88%
"1,174",-,MEA,Mcgrath Ltd,$0.28,0.00,0.00%,$46.72 M
"1,175",-,NAM,Namoi Cotton Ltd,$0.33,0.00,0.00%,$46.36 M
"1,176",ASH,Ashley Services Group Ltd,$0.32,+0.005,+1.59%,$46.07 M,-3.03%
"1,177",IME,Imexhs Ltd,$0.031,+0.001,+3.33%,$46.03 M,-24.39%
"1,178",EYE,Nova EYE Medical Ltd,$0.32,-0.005,-1.54%,$45.95 M,-45.30%
"1,179",-,MEU,Marmota Ltd,$0.047,0.00,0.00%,$45.52 M
"1,180",-,AJQ,Armour Energy Ltd,$0.039,0.00,0.00%,$45.30 M
"1,181",-,8IH,8I Holdings Ltd,$0.125,0.00,0.00%,$45.22 M
"1,182",EMH,European Metals Holdings Ltd,$0.39,-0.025,-6.02%,$45.22 M,+11.43%
"1,183",AOU,Auroch Minerals Ltd,$0.195,+0.05,+34.48%,$45.09 M,+186.77%
"1,184",-,CLX,Cti Logistics Ltd,$0.58,0.00,0.00%,$45.07 M
"1,185",-,KRR,King River Resources Ltd,$0.029,0.00,0.00%,$45.05 M
"1,186",IXC,INVEX Therapeutics Ltd,$0.832,+0.042,+5.32%,$45.00 M,+51.27%
"1,187",AQI,Alicanto Minerals Ltd,$0.16,+0.01,+6.67%,$44.92 M,+196.30%
"1,188",SPZ,Smart Parking Ltd,$0.125,+0.005,+4.17%,$44.90 M,-43.18%
"1,189",BDA,Bod Australia Ltd,$0.49,+0.005,+1.03%,$44.77 M,+34.25%
"1,190",CXO,Core Lithium Ltd,$0.045,+0.001,+2.27%,$44.74 M,+12.50%
"1,191",PAF,PM Capital Asian Opportunities Fund Ltd,$0.785,+0.005,+0.64%,$44.67 M,-5.42%
"1,192",EM2,Eagle Mountain Mining Ltd,$0.30,-0.005,-1.64%,$44.54 M,+87.50%
"1,193",JYC,Joyce Corporation Ltd,$1.58,+0.03,+1.94%,$44.40 M,-1.86%
"1,194",-,SKY,SKY Metals Ltd,$0.18,0.00,0.00%,$44.40 M
"1,195",ECL,Excelsior Capital Ltd,$1.53,-0.02,-1.29%,$44.36 M,+26.97%
"1,196",FPC,Fat Prophets Global Contrarian Fund Ltd,$1.09,+0.02,+1.87%,$44.17 M,+13.54%
"1,197",BCB,Bowen Coking Coal Ltd,$0.052,+0.002,+4.00%,$44.14 M,-8.77%
"1,198",-,VII,Vietnam Industrial Investments Ltd,$0.31,0.00,0.00%,$44.11 M
"1,199",-,SMX,Security Matters Ltd,$0.34,0.00,0.00%,$43.89 M
"1,200",AME,Alto Metals Ltd,$0.115,-0.005,-4.17%,$43.78 M,+264.22%
"1,201",ATL,Apollo Tourism & Leisure Ltd,$0.235,-0.005,-2.08%,$43.75 M,-51.55%
"1,202",-,LCY,Legacy Iron Ore Ltd,$0.007,0.00,0.00%,$43.73 M
"1,203",ESGI,Vaneck Vectors MSCI International Sustainable Equity ETF,$24.20,+0.27,+1.13%,$43.60 M,+1.34%
"1,204",REE,RAREX Ltd,$0.115,+0.01,+9.52%,$43.50 M,+112.96%
"1,205",FFL,Founders First Ltd,$0.365,+0.015,+4.29%,$43.44 M,-25.51%
"1,206",-,HAW,Hawthorn Resources Ltd,$0.13,0.00,0.00%,$43.36 M
"1,207",-,OEL,Otto Energy Ltd,$0.009,0.00,0.00%,$43.16 M
"1,208",-,RNO,Rhinomed Ltd,$0.17,0.00,0.00%,$43.15 M
"1,209",IDT,IDT Australia Ltd,$0.18,+0.005,+2.86%,$42.93 M,+12.50%
"1,210",MEP,Minotaur Exploration Ltd,$0.087,+0.007,+8.75%,$42.93 M,+64.15%
"1,211",OSX,Osteopore Ltd,$0.55,+0.03,+5.77%,$42.92 M,-41.80%
"1,212",RINC,Betashares Legg Mason Real Income Fund (Managed Fund),$7.84,+0.09,+1.16%,$42.90 M,-21.91%
"1,213",-,AC8,Auscann Group Holdings Ltd,$0.135,0.00,0.00%,$42.80 M
"1,214",LKE,Lake Resources N.L.,$0.054,+0.001,+1.89%,$42.77 M,+50.00%
"1,215",XAM,Xanadu Mines Ltd,$0.039,+0.002,+5.41%,$42.58 M,+8.33%
"1,216",AGVT,Betashares Australian Government Bond ETF,$53.17,+0.25,+0.47%,$42.54 M,+5.14%
"1,217",-,KPC,Kazakhstan Potash Corporation Ltd,$0.02,0.00,0.00%,$42.38 M
"1,218",GWR,GWR Group Ltd,$0.155,+0.005,+3.33%,$42.32 M,+66.67%
"1,219",PYG,Paygroup Ltd,$0.55,+0.02,+3.77%,$42.22 M,-32.10%
"1,220",YRL,Yandal Resources Ltd,$0.54,+0.03,+5.88%,$42.15 M,+128.47%
"1,221",-,S66,Star Combo Pharma Ltd,$0.31,0.00,0.00%,$42.02 M
"1,222",VISM,Vanguard MSCI International Small Companies INDEX ETF,$50.71,+0.61,+1.22%,$41.98 M,-6.04%
"1,223",GGUS,Betashares Geared US Equity Fund Currency Hedged (Hedgefund),$19.07,+0.62,+3.36%,$41.95 M,-1.55%
"1,224",PXS,Pharmaxis Ltd,$0.105,-0.005,-4.55%,$41.67 M,-44.74%
"1,225",-,MDI,Middle Island Resources Ltd,$0.015,0.00,0.00%,$41.49 M
"1,226",-,TOE,Toro Energy Ltd,$0.014,0.00,0.00%,$41.35 M
"1,227",TMT,Technology Metals Australia Ltd,$0.335,+0.01,+3.08%,$41.21 M,+157.69%
"1,228",SMLL,Betashares Aust Small Companies Select Fund (Managed Fund),$3.58,+0.12,+3.47%,$41.05 M,+2.29%
"1,229",ATC,Altech Chemicals Ltd,$0.045,-0.002,-4.26%,$40.88 M,-65.39%
"1,230",LNU,Linius Technologies Ltd,$0.027,+0.002,+8.00%,$40.61 M,-22.86%
"1,231",-,IXU,Ixup Ltd,$0.068,0.00,0.00%,$40.51 M
"1,232",BNL,Blue Star Helium Ltd,$0.038,+0.001,+2.70%,$40.34 M,+533.33%
"1,233",RHY,RHYTHM Biosciences Ltd,$0.20,+0.02,+11.11%,$40.30 M,+38.53%
"1,234",-,FYI,FYI Resources Ltd,$0.15,0.00,0.00%,$40.26 M
"1,235",AHQ,Allegiance Coal Ltd,$0.058,+0.001,+1.75%,$40.22 M,-53.60%
"1,236",BRU,Buru Energy Ltd,$0.093,-0.001,-1.06%,$40.18 M,-56.74%
"1,237",-,AGS,Alliance Resources Ltd,$0.225,0.00,0.00%,$40.12 M
"1,238",-,PNC,Pioneer Credit Ltd,$0.63,0.00,0.00%,$40.00 M
"1,239",-,HRN,Horizon Gold Ltd,$0.455,0.00,0.00%,$39.95 M
"1,240",EQX,Equatorial Resources Ltd,$0.32,-0.005,-1.54%,$39.82 M,+16.36%
"1,241",-,CWZ,Cashwerkz Ltd,$0.20,0.00,0.00%,$39.70 M
"1,242",LIT,Lithium Australia NL,$0.05,+0.001,+2.04%,$39.61 M,+35.14%
"1,243",-,SRJ,SRJ Technologies Group Plc,$0.535,0.00,0.00%,$39.59 M
"1,244",AL3,AML3D Ltd,$0.42,+0.03,+7.69%,$39.53 M,+180.00%
"1,245",MKAX,Montaka Global Extension Fund (Quoted Managed Hedge Fund),$3.51,+0.01,+0.29%,$39.34 M,+4.78%
"1,246",CAD,Caeneus Minerals Ltd,$0.01,+0.001,+11.11%,$39.22 M,+900.00%
"1,247",GROW,Schroder Real Return Fund (Managed Fund),$3.62,+0.01,+0.28%,$39.05 M,-2.16%
"1,248",-,XRF,XRF Scientific Ltd,$0.29,0.00,0.00%,$39.02 M
"1,249",-,AUR,Auris Minerals Ltd,$0.095,0.00,0.00%,$38.83 M
"1,250",9SP,9 Spokes International Ltd,$0.026,-0.001,-3.70%,$38.83 M,+44.44%
"1,251",SNS,Sensen Networks Ltd,$0.086,+0.001,+1.18%,$38.75 M,-6.52%
"1,252",AWV,Anova Metals Ltd,$0.027,-0.003,-10.00%,$38.69 M,+195.35%
"1,253",TTB,Total Brain Ltd,$0.355,-0.005,-1.39%,$38.45 M,-21.11%
"1,254",-,CIW,Clime Investment Management Ltd,$0.585,0.00,0.00%,$38.44 M
"1,255",-,EAS,Easton Investments Ltd,$1.12,0.00,0.00%,$38.39 M
"1,256",BKT,Black Rock Mining Ltd,$0.054,+0.001,+1.89%,$38.29 M,+19.24%
"1,257",HIL,Hills Ltd,$0.165,+0.005,+3.13%,$38.28 M,-15.39%
"1,258",-,EDC,Eildon Capital Group,$0.935,0.00,0.00%,$38.27 M
"1,259",XTE,Xtek Ltd,$0.54,-0.01,-1.82%,$38.15 M,-28.48%
"1,260",STK,Strickland Metals Ltd,$0.091,+0.004,+4.60%,$38.14 M,+355.00%
"1,261",-,LOM,Lucapa Diamond Company Ltd,$0.059,0.00,0.00%,$38.01 M
"1,262",RCL,Readcloud Ltd,$0.38,-0.005,-1.30%,$37.98 M,+8.57%
"1,263",HYD,HYDRIX Ltd,$0.30,-0.01,-3.23%,$37.92 M,+7.69%
"1,264",-,EBG,Eumundi Group Ltd,$0.91,0.00,0.00%,$37.80 M
"1,265",DEM,De.Mem Ltd,$0.215,+0.015,+7.50%,$37.75 M,-29.51%
"1,266",JRL,Jindalee Resources Ltd,$0.845,+0.075,+9.74%,$37.73 M,+191.25%
"1,267",COO,Corum Group Ltd,$0.07,+0.008,+12.90%,$37.57 M,+71.70%
"1,268",STM,Sunstone Metals Ltd,$0.017,+0.001,+6.25%,$37.57 M,-5.56%
"1,269",IPT,Impact Minerals Ltd,$0.021,+0.002,+10.53%,$37.32 M,+133.33%
"1,270",-,EUC,European Cobalt Ltd,$0.043,0.00,0.00%,$37.27 M
"1,271",-,RES,Resource Generation Ltd,$0.064,0.00,0.00%,$37.21 M
"1,272",WLD,Wellard Ltd,$0.07,+0.001,+1.45%,$37.19 M,+37.26%
"1,273",ERM,Emmerson Resources Ltd,$0.077,+0.001,+1.32%,$37.18 M,-33.04%
"1,274",CZR,CZR Resources Ltd,$0.013,-0.001,-7.14%,$37.09 M,+62.50%
"1,275",-,DNA,Donaco International Ltd,$0.03,0.00,0.00%,$37.06 M
"1,276",THC,THC Global Group Ltd,$0.21,+0.005,+2.44%,$36.96 M,-32.26%
"1,277",-,MSM,MSM Corporation International Ltd,$0.044,0.00,0.00%,$36.93 M
"1,278",UNL,United Networks Ltd,$0.078,-0.006,-7.14%,$36.91 M,+254.55%
"1,279",SUV,Suvo Strategic Minerals Ltd,$0.10,+0.008,+8.70%,$36.81 M,"+4,900.00%"
"1,280",AJX,Alexium International Group Ltd,$0.058,-0.002,-3.33%,$36.80 M,-44.45%
"1,281",-,AKM,Aspire Mining Ltd,$0.072,0.00,0.00%,$36.55 M
"1,282",-,PSC,Prospect Resources Ltd,$0.11,0.00,0.00%,$36.53 M
"1,283",-,XF1,Xref Ltd,$0.20,0.00,0.00%,$36.41 M
"1,284",HNDQ,Betashares Nasdaq 100 ETF - Currency Hedged,$26.00,+0.19,+0.74%,$36.40 M,+2.12%
"1,285",-,LPD,Lepidico Ltd,$0.007,0.00,0.00%,$36.30 M
"1,286",-,LCM,Logicamms Ltd,$0.18,0.00,0.00%,$36.18 M
"1,287",-,MXC,MGC Pharmaceuticals Ltd,$0.022,0.00,0.00%,$36.10 M
"1,288",RGS,Regeneus Ltd,$0.12,-0.005,-4.00%,$36.03 M,+50.00%
"1,289",NSX,NSX Ltd,$0.14,+0.015,+12.00%,$36.02 M,-6.67%
"1,290",CDX,Cardiex Ltd,$0.043,-0.002,-4.44%,$36.02 M,+48.28%
"1,291",-,CLE,Cyclone Metals Ltd,$0.009,0.00,0.00%,$36.00 M
"1,292",-,BMN,Bannerman Resources Ltd,$0.034,0.00,0.00%,$36.00 M
"1,293",-,14D,1414 Degrees Ltd,$0.18,0.00,0.00%,$36.00 M
"1,294",WHK,Whitehawk Ltd,$0.19,+0.005,+2.70%,$35.99 M,+140.51%
"1,295",-,CAQ,CAQ Holdings Ltd,$0.05,0.00,0.00%,$35.89 M
"1,296",-,KPO,Kalina Power Ltd,$0.032,0.00,0.00%,$35.86 M
"1,297",DTS,Dragontail Systems Ltd,$0.125,+0.005,+4.17%,$35.75 M,-3.85%
"1,298",LRT,Lowell Resources Fund,$1.27,-0.04,-3.05%,$35.60 M,+158.66%
"1,299",MAG,Magmatic Resources Ltd,$0.205,+0.005,+2.50%,$35.49 M,+36.67%
"1,300",-,TFL,Tasfoods Ltd,$0.11,0.00,0.00%,$35.41 M
"1,301",-,IXR,Ionic Rare EARTHS Ltd,$0.013,0.00,0.00%,$35.34 M
"1,302",-,ZNC,Zenith Minerals Ltd,$0.12,0.00,0.00%,$35.32 M
"1,303",ATH,Alterity Therapeutics Ltd,$0.026,-0.001,-3.70%,$35.26 M,0.00%
"1,304",PTX,Prescient Therapeutics Ltd,$0.055,-0.001,-1.79%,$35.23 M,+10.00%
"1,305",EMKT,Vaneck Vectors MSCI Multifactor Emerging Markets Equity ETF,$19.50,-0.14,-0.71%,$35.12 M,-1.42%
"1,306",VMC,Venus Metals Corporation Ltd,$0.232,+0.007,+3.11%,$35.05 M,+22.11%
"1,307",JAL,Jameson Resources Ltd,$0.115,+0.005,+4.55%,$34.88 M,-41.03%
"1,308",-,MPX,Mustera Property Group Ltd,$0.30,0.00,0.00%,$34.87 M
"1,309",-,MPO,Molopo Energy Ltd,$0.14,0.00,0.00%,$34.87 M
"1,310",GSN,Great Southern Mining Ltd,$0.085,+0.004,+4.94%,$34.78 M,+18.06%
"1,311",-,IVQ,Invitrocue Ltd,$0.06,0.00,0.00%,$34.71 M
"1,312",AV1,Adveritas Ltd,$0.098,+0.002,+2.08%,$34.62 M,-40.61%
"1,313",-,EVE,EVE Investments Ltd,$0.009,0.00,0.00%,$34.59 M
"1,314",PRO,Prophecy International Holdings Ltd,$0.54,-0.005,-0.92%,$34.57 M,+3.85%
"1,315",PAB,PATRYS Ltd,$0.024,+0.003,+14.29%,$34.47 M,+26.32%
"1,316",-,IGE,Integrated Green Energy Solutions Ltd,$0.13,0.00,0.00%,$34.33 M
"1,317",REZ,Resources & Energy Group Ltd,$0.088,+0.001,+1.15%,$34.12 M,+114.63%
"1,318",SBW,Shekel Brainweigh Ltd,$0.245,+0.025,+11.36%,$34.06 M,+96.00%
"1,319",OVN,Oventus Medical Ltd,$0.215,+0.005,+2.38%,$34.03 M,-51.69%
"1,320",CPV,Clearvue Technologies Ltd,$0.245,+0.005,+2.08%,$33.96 M,+104.17%
"1,321",FFG,Fatfish Group Ltd,$0.037,-0.001,-2.63%,$33.93 M,+311.11%
"1,322",-,MAT,Matsa Resources Ltd,$0.125,0.00,0.00%,$33.89 M
"1,323",AQX,Alice QUEEN Ltd,$0.031,+0.001,+3.33%,$33.83 M,-16.22%
"1,324",AKG,Academies Australasia Group Ltd,$0.265,+0.01,+3.92%,$33.82 M,-59.23%
"1,325",-,LKO,Lakes Oil NL,$0.001,0.00,0.00%,$33.68 M
"1,326",CLB,Candy Club Holdings Ltd,$0.15,+0.01,+7.14%,$33.63 M,+141.94%
"1,327",RFX,Redflow Ltd,$0.028,+0.001,+3.70%,$33.62 M,-41.67%
"1,328",ARD,Argent Minerals Ltd,$0.04,+0.001,+2.56%,$33.56 M,+110.53%
"1,329",-,BLY,Boart Longyear Ltd,$0.38,0.00,0.00%,$33.52 M
"1,330",WRM,White Rock Minerals Ltd,$0.46,-0.005,-1.08%,$33.44 M,-8.00%
"1,331",-,INIF,Intelligent Investor Aus Equity Income Fund (Managed Fund),$2.14,0.00,0.00%,$33.43 M
"1,332",-,AIQ,Alternative Investment Trust,$0.12,0.00,0.00%,$33.41 M
"1,333",LBT,LBT Innovations Ltd,$0.115,-0.005,-4.17%,$33.21 M,-52.08%
"1,334",PAA,Pharmaust Ltd,$0.105,-0.005,-4.55%,$33.20 M,-4.55%
"1,335",AHF,Australian Dairy Nutritionals Group,$0.089,+0.002,+2.30%,$33.06 M,-19.09%
"1,336",HJPN,Betashares Japan ETF-Currency Hedged,$13.17,+0.13,+1.00%,$33.00 M,+3.46%
"1,337",SOR,Strategic Elements Ltd,$0.115,+0.005,+4.55%,$32.93 M,+41.98%
"1,338",VMS,Venture Minerals Ltd,$0.032,-0.001,-3.03%,$32.83 M,+68.42%
"1,339",IHEB,Ishares J.P. Morgan Usd Emerging Markets (Aud Hedged) ETF,$99.11,-0.49,-0.49%,$32.77 M,-7.11%
"1,340",GC1,Glennon Small Companies Ltd,$0.72,-0.005,-0.69%,$32.59 M,-18.18%
"1,341",VEN,Vintage Energy Ltd,$0.059,+0.001,+1.72%,$32.47 M,-62.46%
"1,342",OSP,Osprey Medical Inc,$0.02,+0.001,+5.26%,$32.47 M,-55.56%
"1,343",-,TAP,TAP Oil Ltd,$0.075,0.00,0.00%,$32.44 M
"1,344",GML,Gateway Mining Ltd,$0.017,-0.001,-5.56%,$32.34 M,0.00%
"1,345",-,WWG,Wiseway Group Ltd,$0.23,0.00,0.00%,$32.27 M
"1,346",IIGF,Intelligent Investor Aus Equity Growth Fund (Managed Fund),$2.44,+0.04,+1.67%,$32.21 M,-2.79%
"1,347",K2F,K2FLY Ltd,$0.345,-0.01,-2.82%,$32.20 M,+86.49%
"1,348",-,SEI,Speciality Metals International Ltd,$0.029,0.00,0.00%,$32.20 M
"1,349",-,AVL,Australian Vanadium Ltd,$0.011,0.00,0.00%,$32.16 M
"1,350",VVLU,Vanguard Global Value Equity Active ETF (Managed Fund),$40.27,+0.93,+2.36%,$31.90 M,-19.23%
"1,351",-,FOD,The Food Revolution Group Ltd,$0.044,0.00,0.00%,$31.89 M
"1,352",VN8,VONEX Ltd,$0.17,+0.005,+3.03%,$31.88 M,+70.00%
"1,353",HT8,Harris Technology Group Ltd,$0.125,+0.005,+4.17%,$31.87 M,+635.29%
"1,354",MHC,Manhattan Corporation Ltd,$0.024,+0.001,+4.35%,$31.83 M,+380.00%
"1,355",CD1,CD Private Equity Fund I,$0.815,+0.005,+0.62%,$31.80 M,-47.08%
"1,356",OLL,Openlearning Ltd,$0.33,+0.005,+1.54%,$31.73 M,+100.00%
"1,357",-,KAT,Katana Capital Ltd,$0.84,0.00,0.00%,$31.73 M
"1,358",-,SMG,Soon Mining Ltd,$0.20,0.00,0.00%,$31.64 M
"1,359",AASF,Airlie Australian Share Fund (Managed Fund),$2.69,+0.04,+1.51%,$31.62 M,+0.75%
"1,360",CTO,Citigold Corporation Ltd,$0.012,-0.001,-7.69%,$31.51 M,+140.00%
"1,361",EMN,Euro Manganese Inc,$0.22,+0.02,+10.00%,$31.44 M,+33.33%
"1,362",-,BYI,Beyond International Ltd,$0.51,0.00,0.00%,$31.28 M
"1,363",-,MPH,Mediland Pharm Ltd,$0.10,0.00,0.00%,$31.28 M
"1,364",-,HMX,Hammer Metals Ltd,$0.042,0.00,0.00%,$31.26 M
"1,365",ACDC,ETFs Battery Tech & Lithium ETF,$64.97,+1.03,+1.61%,$31.24 M,+31.65%
"1,366",-,MCT,Metalicity Ltd,$0.018,0.00,0.00%,$31.16 M
"1,367",-,BSR,Bassari Resources Ltd,$0.013,0.00,0.00%,$31.04 M
"1,368",GEV,Global Energy Ventures Ltd,$0.08,-0.002,-2.44%,$30.96 M,-46.67%
"1,369",-,ASW,Advanced Share Registry Ltd,$0.72,0.00,0.00%,$30.95 M
"1,370",A1M,Aic Mines Ltd,$0.45,-0.01,-2.17%,$30.92 M,+31.26%
"1,371",DCC,Digitalx Ltd,$0.05,-0.001,-1.96%,$30.86 M,+47.06%
"1,372",-,OAR,Oakdale Resources Ltd,$0.019,0.00,0.00%,$30.76 M
"1,373",KWR,Kingwest Resources Ltd,$0.20,+0.01,+5.26%,$30.74 M,-26.67%
"1,374",CGA,Contango Asset Management Ltd,$0.65,-0.05,-7.14%,$30.73 M,+51.16%
"1,375",KTG,K-Tig Ltd,$0.245,+0.005,+2.08%,$30.64 M,-15.52%
"1,376",-,AYI,A1 Investments & Resources Ltd,$0.001,0.00,0.00%,$30.61 M
"1,377",RCP,Redbank Copper Ltd,$0.075,+0.004,+5.63%,$30.59 M,+294.74%
"1,378",MKR,Manuka Resources Ltd,$0.42,-0.04,-8.70%,$30.43 M,+64.71%
"1,379",-,CI1,Credit Intelligence Ltd,$0.025,0.00,0.00%,$30.16 M
"1,380",-,MAY,Melbana Energy Ltd,$0.013,0.00,0.00%,$30.12 M
"1,381",SHK,Stone Resources Australia Ltd,$0.036,+0.001,+2.86%,$30.10 M,"+1,700.00%"
"1,382",GAL,Galileo Mining Ltd,$0.21,-0.005,-2.33%,$30.05 M,+68.00%
"1,383",FUN,Funtastic Ltd,$0.125,+0.005,+4.17%,$30.05 M,+303.23%
"1,384",BMG,BMG Resources Ltd,$0.125,+0.01,+8.70%,$30.00 M,+212.50%
"1,385",-,LAW,Lawfinance Ltd,$0.031,0.00,0.00%,$29.97 M
"1,386",AWN,AWN Holdings Ltd,$0.75,-0.06,-7.41%,$29.66 M,-6.25%
"1,387",AD1,AD1 Holdings Ltd,$0.049,+0.002,+4.26%,$29.62 M,+308.33%
"1,388",VYS,Vysarn Ltd,$0.083,+0.002,+2.47%,$29.48 M,+47.70%
"1,389",RDM,Red Metal Ltd,$0.12,+0.01,+9.09%,$29.47 M,+4.35%
"1,390",EX1,Exopharm Ltd,$0.35,-0.02,-5.41%,$29.29 M,-10.26%
"1,391",GOVT,SPDR S&P/ASX Australian Government Bond Fund,$28.78,+0.03,+0.10%,$29.02 M,+2.35%
"1,392",GMN,Gold Mountain Ltd,$0.042,-0.001,-2.33%,$28.97 M,-39.13%
"1,393",-,BMH,Baumart Holdings Ltd,$0.20,0.00,0.00%,$28.95 M
"1,394",-,TOU,Tlou Energy Ltd,$0.055,0.00,0.00%,$28.89 M
"1,395",AU8,Aumake International Ltd,$0.077,+0.002,+2.67%,$28.40 M,-39.37%
"1,396",-,PNX,PNX Metals Ltd,$0.011,0.00,0.00%,$27.97 M
"1,397",-,EXL,Elixinol Global Ltd,$0.145,0.00,0.00%,$27.96 M
"1,398",-,KLO,Kingsland Global Ltd,$0.069,0.00,0.00%,$27.95 M
"1,399",-,GTE,Great Western Exploration Ltd,$0.24,0.00,0.00%,$27.89 M
"1,400",PG1,Pearl Global Ltd,$0.093,-0.001,-1.06%,$27.88 M,-2.11%
"1,401",-,AZV,AZURE Healthcare Ltd,$0.098,0.00,0.00%,$27.85 M
"1,402",-,ACR,ACRUX Ltd,$0.165,0.00,0.00%,$27.84 M
"1,403",-,DRX,Diatreme Resources Ltd,$0.012,0.00,0.00%,$27.83 M
"1,404",BWF,Blackwall Ltd,$0.44,-0.01,-2.22%,$27.78 M,-41.42%
"1,405",-,ARR,American Rare EARTHS Ltd,$0.095,0.00,0.00%,$27.64 M
"1,406",-,GLIN,AMP Capital Global Infr Sec Fund (Unhedged) (Managed Fund),$2.55,0.00,0.00%,$27.59 M
"1,407",-,NAG,Nagambie Resources Ltd,$0.055,0.00,0.00%,$27.50 M
"1,408",AL8,Alderan Resources Ltd,$0.105,+0.005,+5.00%,$27.49 M,+169.23%
"1,409",-,BHL,Boyuan Holdings Ltd,$0.08,0.00,0.00%,$27.45 M
"1,410",CWX,Carawine Resources Ltd,$0.285,+0.005,+1.79%,$27.44 M,+16.33%
"1,411",-,YBR,Yellow Brick Road Holdings Ltd,$0.084,0.00,0.00%,$27.24 M
"1,412",-,DKM,Duketon Mining Ltd,$0.23,0.00,0.00%,$27.21 M
"1,413",LGP,Little Green Pharma Ltd,$0.345,+0.005,+1.47%,$27.21 M,-1.43%
"1,414",-,GMC,Gulf Manganese Corporation Ltd,$0.005,0.00,0.00%,$27.02 M
"1,415",BNKS,Betashares Global Banks ETF - Currency Hedged,$4.64,+0.15,+3.34%,$27.00 M,-31.26%
"1,416",MVL,Marvel Gold Ltd,$0.065,+0.004,+6.56%,$26.89 M,-45.00%
"1,417",IIND,Betashares India Quality ETF,$8.57,+0.09,+1.06%,$26.74 M,-2.06%
"1,418",-,RWD,Reward Minerals Ltd,$0.14,0.00,0.00%,$26.64 M
"1,419",ATS,Australis Oil & Gas Ltd,$0.027,+0.003,+12.50%,$26.62 M,-80.00%
"1,420",-,MOQ,MOQ Ltd,$0.15,0.00,0.00%,$26.62 M
"1,421",AIV,Activex Ltd,$0.15,+0.01,+7.14%,$26.58 M,-16.67%
"1,422",EUR,European Lithium Ltd,$0.037,-0.002,-5.13%,$26.57 M,-56.47%
"1,423",PTR,Petratherm Ltd,$0.155,+0.005,+3.33%,$26.51 M,+287.50%
"1,424",-,AGM,Australian Governance & Ethical INDEX Fund,$1.60,0.00,0.00%,$26.47 M
"1,425",RDH,Redhill Education Ltd,$0.52,-0.03,-5.46%,$26.44 M,-73.03%
"1,426",-,LNY,Laneway Resources Ltd,$0.007,0.00,0.00%,$26.43 M
"1,427",INF,Infinity Lithium Corporation Ltd,$0.085,+0.001,+1.19%,$26.38 M,+32.43%
"1,428",-,MFD,Mayfield Childcare Ltd,$0.82,0.00,0.00%,$26.32 M
"1,429",VTI,"Visioneering Technologies, Inc",$0.027,-0.002,-6.90%,$26.30 M,-61.43%
"1,430",SNAS,ETFs Ultra Short Nasdaq 100 Hedge Fund,$8.75,-0.04,-0.46%,$26.25 M,-11.17%
"1,431",QFN,Betashares Australian Financials Sector ETF,$8.75,+0.18,+2.10%,$26.22 M,-23.25%
"1,432",-,COD,Coda Minerals Ltd,$0.375,0.00,0.00%,$26.14 M
"1,433",KYK,KYCKR Ltd,$0.076,+0.002,+2.70%,$26.13 M,-56.57%
"1,434",-,PRX,Prodigy Gold NL,$0.045,0.00,0.00%,$26.13 M
"1,435",UCM,Uscom Ltd,$0.17,+0.01,+6.25%,$26.11 M,+41.67%
"1,436",BCT,Bluechiip Ltd,$0.044,+0.001,+2.33%,$26.09 M,-72.50%
"1,437",LEX,Lefroy Exploration Ltd,$0.22,-0.01,-4.35%,$26.08 M,+2.33%
"1,438",CAF,Centrepoint Alliance Ltd,$0.18,+0.005,+2.86%,$25.97 M,+50.00%
"1,439",-,PNL,Paringa Resources Ltd,$0.041,0.00,0.00%,$25.94 M
"1,440",VRS,Veris Ltd,$0.064,+0.009,+16.36%,$25.94 M,-5.88%
"1,441",LMG,Latrobe Magnesium Ltd,$0.02,-0.001,-4.76%,$25.93 M,+66.67%
"1,442",GIB,Gibb River Diamonds Ltd,$0.125,-0.005,-3.85%,$25.75 M,+331.03%
"1,443",-,HVM,Happy Valley Nutrition Ltd,$0.15,0.00,0.00%,$25.73 M
"1,444",CNW,Cirrus Networks Holdings Ltd,$0.029,+0.001,+3.57%,$25.72 M,-27.50%
"1,445",PM1,Pure Minerals Ltd,$0.035,+0.002,+6.06%,$25.72 M,+94.44%
"1,446",MGT,Magnetite Mines Ltd,$0.009,+0.001,+12.50%,$25.71 M,+140.75%
"1,447",VMY,Vimy Resources Ltd,$0.033,+0.002,+6.45%,$25.70 M,-32.65%
"1,448",-,VEC,Vector Resources Ltd,$0.012,0.00,0.00%,$25.66 M
"1,449",MKG,Mako Gold Ltd,$0.10,-0.005,-4.76%,$25.64 M,+6.38%
"1,450",GME,GME Resources Ltd,$0.046,+0.005,+12.20%,$25.62 M,-18.85%
"1,451",-,POD,Podium Minerals Ltd,$0.099,0.00,0.00%,$25.60 M
